code,Profit contribution,Net interest income,Intermediate income,Deposit and finance daily
723,-10.6,1,1,1.18
724,45.36,3.34,189.98,210.18
725,800.94,244.7,957.76,21640.68
726,180.84,273.72,1,24215.26
727,-9.64,1.48,1,38.8
728,392.74,6.36,567,475
729,278.96,28.52,378.36,2441.06
730,9776.4,2696.16,6461.36,251654.46
731,737.84,1772.56,1272.68,157299.34
732,19.38,52.6,34.96,4581.02
733,33.24,2.96,85.9,172.24
734,1383.66,1248.88,661.44,110802.16
735,731.32,7.8,1057.56,605.26
736,4837.32,5905.38,944.4,524262.76
737,740.24,138.42,1067,12200.4
738,789.12,14.74,1089.64,1220.32
739,-21.38,1.24,1,22.76
740,1200.84,1370.98,378.36,121643.32
741,21.34,1,42.88,1.28
742,122.32,5.3,362.26,382.76
743,1731.02,1559.88,1029.38,138416.92
744,-57.32,17.04,267.06,1419.88
745,6649.92,5909.5,3856.18,524634.94
746,908.84,104.06,1363.26,9153.22
747,-7.78,4.02,1,267.76
748,407.1,38.34,687.74,3313.44
749,-25.16,14.26,69.94,1176.18
750,4,1,10.44,1
751,1206.7,796.9,1001.02,70669.28
752,1339.78,1298.16,567.02,115179.72
753,-76.02,2.96,1,174.54
754,90.8,118.94,933.1,10480.52
755,3243.86,4689.88,378.36,416335.58
756,4914.52,6814.82,1,605016.04
757,35984.42,51554.52,1180.26,4577558.4
758,-46.28,5.04,1,357.66
759,1507753.6,-44787.88,1,1
760,6278.38,6485.5,2248.18,575774.44
761,-59.1,6.08,1,451.82
762,44350.88,63537.5,1191.58,5641555.94
763,484.8,887.26,1,78694.88
764,225.46,1.22,342.94,20.42
765,2496.28,2599.3,897.22,230707.46
766,6741.64,987.12,640.62,88878.16
767,240.28,1.36,365.14,34.06
768,-9.46,15.6,1,1296.34
769,2716.88,1989.4,1887.8,176555.92
770,1078769.22,1498794.78,19.86,139408683.5
771,1335.22,512.24,1591.6,45396.42
772,-1.24,1,1.02,1
773,77527.28,109232.76,1540.64,9726386.84
774,163.32,290.38,95.34,23135.1
775,375.74,268.96,1,223790.66
776,10677.3,14220.14,991.58,1262547.34
777,523.58,81.14,699.16,7114.4
778,929.1,1323.32,1,117412.16
779,21601.06,31069.44,655.72,2758639.76
780,1071.12,477.58,1051.94,42315.88
781,146.26,1.24,217.94,19.84
782,-25.56,14.1,1,1479.5
783,27312.44,57032.24,1,10000001
784,343.06,475.4,1,44051.76
785,3037.4,1029.78,2575.84,106858.48
786,904.5,94.1,1227.48,8268.96
787,372.12,1.16,38.74,15.74
788,-20.98,1,1,1.82
789,37454.5,55523.5,538.74,5822546.44
790,-21.56,1,1,1.76
791,177.64,1,267.3,1.38
792,-16.92,67.1,31.18,5868.42
793,898.68,561.54,1042.48,49774.84
794,4.5,1,23.3,1
795,-36.46,18.62,579.84,1562.9
796,941.76,43.82,1538.7,3804.02
797,1259.76,1548.32,240.7,137393.64
798,5.58,1.02,19.86,2.88
799,13435.98,2183.96,3671.04,1660497.627
800,45981.92,68146.28,982.1,8346471.6
801,14175.94,21810.02,791.6,2834293.26
802,19025.48,26706.64,893.46,2371258.36
803,71.66,2.86,284.06,165.04
804,318.84,110.92,378.36,9763.18
805,988.5,290.54,1217.98,3022.26
806,511.4,818.58,115,200331.94
807,10246.54,2107.74,2570.8,187057.14
808,28627.2,48142.98,1,4274637.94
809,1.14,15.96,16.1,1327.58
810,2109650.16,1469871.98,3179764.92,11670563.46
811,2593.58,482.22,3227.48,42728.5
812,1007.12,443.3,1070.8,39274.26
813,132961.04,177136.58,31062.18,112706.88
814,67506.7,66354.36,24172.68,5891668.82
815,-26.04,1.02,19.86,3.32
816,817.18,53.38,1199.14,4650.22
817,-12.62,2.98,2.9,176.26
818,1115.84,1667.86,1,148007.66
819,307.74,6.62,537.86,498.72
820,8895.94,13210.04,582.14,1172865.06
821,365.06,136.14,378.36,11997.34
822,110.98,1,161.38,1
823,-77.94,2.8,1,159.98
824,-1.02,1,2.88,1
825,454.92,290.16,567.04,25675
826,1510632.54,921638.46,3845.26,16935011.51
827,1011.26,80.9,1751.1,7095.7
828,1810.5,607.02,2180.26,53809.72
829,235.76,1.56,342.8,50.2
830,-8.44,3.2,1,190.22
831,-79.32,1,1,33.7
832,16296.24,19746.58,6757.86,2086066.88
833,189.64,184.3,139.56,16275.54
834,1663.58,961.02,1521.76,85246.7
835,-26.64,9.58,1,765.22
836,1113.36,878.7,684.08,77932.1
837,2190.78,2019.34,1197.24,179214.9
838,15915.9,24816.92,38.74,2203461.82
839,84.06,102.36,55.72,9000.82
840,79.3,22.4,327.48,1901.66
841,754.58,159.82,1137.88,14104.7
842,653.46,20.32,897.22,1714.66
843,1879.1,1878.94,1013.48,166748.14
844,1759.46,233.66,2246.34,20661.38
845,23368.76,2154.18,20140.3,191211.34
846,4772.56,87.68,1,9183.14
847,1272.78,143.94,1840.62,12694.64
848,205.14,10.02,378.36,804.08
849,664.32,8.64,1057.56,680.5
850,97.12,116.84,172.7,10284.92
851,7647.98,12664.92,453.8,3104399.76
852,10450.08,12504.54,1633.08,2572442.722
853,1438.68,126.28,1900.96,11124.76
854,16902.12,3050.22,5502.68,270735.94
855,2921.62,3803.28,387.8,337614.68
856,-21.64,1.14,10.44,9.82
857,80.48,1.48,189.72,42.34
858,257.9,1.88,378.54,80.6
859,395.86,210.18,368.98,18576.28
860,1626.98,722.14,1519.86,64034.02
861,-24.28,1,1,3.9
862,39.6,19.78,85.9,1668.94
863,191.8,1,263.66,1
864,278.62,11.42,378.36,929
865,331.02,102,393.46,8973.9
866,-120.24,4.22,1,339.08
867,13351.26,15331.22,3491.12,1361205.14
868,26.98,2.22,161.38,107.56
869,1652.82,1648.06,982.34,146248.3
870,3455.14,3221.46,1697.18,285956.04
871,-43.5,82.6,65.14,7242.6
872,136.3,37.04,191.86,3201.08
873,-39.58,7.1,1,544.14
874,-1.58,31.92,8.54,2749.78
875,478.26,25.16,680.2,2146.26
876,4221.94,2681.56,3498.8,238012.98
877,8406.88,14050.64,308.56,1247501.22
878,1281.56,229.18,1595.36,20262.94
879,-18.26,8.04,1,629.24
880,859.2,89.8,1275.68,7887.26
881,897.52,333.54,992.6,29526.54
882,101.74,310.98,1,24273.34
883,84.52,119.62,121.36,9670.34
884,33.68,30.94,93.46,2659.64
885,68.48,1,95.34,1
886,3033.06,2607.52,2095.38,231439.98
887,58.08,163.38,1,14418.9
888,33.54,5.86,76.14,432.7
889,443.36,262.88,378.36,23250.54
890,211,395.98,10.44,35070.94
891,18215.96,17527.62,2693.08,1558897
892,2608.24,3990,1,312358.66
893,634.5,115.6,1266.18,10177.56
894,499.12,59.34,862.4,5179.46
895,1172.42,238.34,1619.94,21074.48
896,31.22,20,90.92,1687.92
897,-0.6,13.56,1,1115.1
898,50.18,17.36,123.62,1448.88
899,121.02,72.28,189.66,6331.46
900,2207.5,1910.36,2602.88,169538
901,681.66,199.48,755.72,17622.44
902,1225.64,864.58,944.4,76681.72
903,-7.04,27.76,10.44,2148.92
904,16605.66,7453.48,476.46,661766.18
905,1118.28,318.86,1304.8,28222.28
906,39.82,55.36,16.1,4827.34
907,10520.14,12560.48,2027.4,1115184.64
908,881.54,783.04,710.44,69440.92
909,12753.68,16138.06,3021.64,1432850.14
910,-74.5,8.84,1,817.52
911,413.38,128,704.74,11275.48
912,110.36,1,151.94,1
913,26.16,1,85.9,1
914,15.98,5,62.32,355.7
915,7960.76,8823.3,1955.74,783351.24
916,1717.5,1065.06,1523.68,94484.74
917,2910.24,588.54,4156.46,52170.02
918,332.98,6.34,559.58,473.76
919,315.02,4.14,452.8,276.04
920,1015.3,176.12,2150.02,16115.9
921,-89.44,2.18,1,128.38
922,419.46,78.38,679.18,6870.9
923,10440.58,12891.88,1949.1,1144612.34
924,-9.8,1,1,2.14
925,5916.7,7897.54,736.86,726109.26
926,4029.14,3202.56,2925.58,284700.56
927,697.56,693.88,388.28,61524.5
928,-2.02,1,2.6,1
929,1222174.42,990359.72,28883.76,2083999.84
930,-15.54,1.4,1,33.36
931,1350.9,979.84,944.4,86912.86
932,830.42,209.1,1000.98,18477.82
933,121.68,1.38,189.72,33.26
934,-5.72,6.92,1,527.2
935,27960.44,38085.36,1463.26,3381589.56
936,364.08,177.24,408.56,18987.03333
937,-75.84,3.24,1,201.1
938,1179.36,306.46,1580.24,27122.16
939,834.44,916.12,825.58,81252.8
940,5701.64,8220.42,567.04,729823.46
941,815.98,337.18,908.6,29852.2
942,1858.24,1350.94,1614.16,119862.64
943,-17750.66,109425.42,-22899.38,226118.68
944,289.58,4.66,435.06,324.12
945,-2.32,1,1.14,1
946,1701.92,1873.08,1565.16,166227.98
947,8882.94,10161.98,2327.42,902218
948,2980.2,3073.56,2376.3,272818.96
949,955.92,534.22,891.62,47348.92
950,40.88,1.32,93.44,25.12
951,388.7,57.26,567.04,4998.08
952,17200.38,23354.2,1321.76,2073586.66
953,18345.12,14796.16,3136.98,1334799.02
954,2416.82,2359.52,997.22,209416.9
955,8984.32,9177.88,4312.4,814835.48
956,1018.74,1810.5,1,160669.32
957,509.88,60.18,680.2,5255.16
958,1844.56,18.6,2519.82,1565.02
959,262.06,76.12,427.46,6672.96
960,29436.4,53490.48,84.02,4824636.52
961,1160.76,332.96,1540.62,29475.4
962,-12.4,17.7,1,1479.42
963,11165.18,11139.42,6571.24,1037533.2
964,338.48,41.38,463.26,3586.08
965,94758.18,133080.16,1,11816405.28
966,3480.92,3975.34,938.76,352889.96
967,468.5,241.86,676.48,21389.66
968,3196.06,4743.4,1,421094.66
969,565.64,15.1,797.32,1255.8
970,53.02,8.6,190.64,675.38
971,762.7,76.02,1057.56,6658.24
972,78.16,15.54,95.34,1292.16
973,932.46,1006.58,416.1,89288.26
974,301.06,42.46,378.36,3679.12
975,407.32,33.88,666.98,2920.06
976,8.74,25.36,39.16,2163.6
977,3825.98,4390.9,1265.22,389790.64
978,723.66,302.8,944.4,26800.04
979,1336.84,1753.88,134.94,155644.44
980,199.22,31.9,325.58,2740.36
981,-144.5,80.14,1,8207.02
982,241704.26,276999.54,1891.16,1618444.46
983,528.48,37.18,736.84,3213.06
984,266528.18,107220,12344.26,10368383.55
985,136.36,1,199.12,1
986,-39.24,32.12,1,2761.12
987,76.58,1.32,114.2,29.34
988,155.78,1,246.28,1
989,-6,1.6,1,49.18
990,-7.06,1,2.72,1
991,-23.32,1.14,1,14.34
992,619.36,142.1,746.28,12531.12
993,-13.4,32.72,40.94,2818.06
994,1784.56,3042.1,1,238135.98
995,28.48,31.12,38.72,2673.4
996,-46.72,4.32,1,260.16
997,450.02,6.1,680.2,455.16
998,665.02,620.06,585.92,54969.02
999,-23.14,1,19.86,1.24
1000,285511.06,400437.12,115.82,35555653.32
1001,952.1,508.5,1029.38,45059.82
1002,-7.6,1.04,2.52,4.48
1003,1083.82,127.8,1595.28,11262.22
1004,1775.8,1716.66,861.44,152336.12
1005,-24.88,1,1,1.28
1006,202.9,1.3,300.48,29.74
1007,-23.3,2.6,1,142.36
1008,4388,4904.86,1880.26,435421.72
1009,33.84,1,58.86,1
1010,442.7,262.22,406.68,23195.32
1011,712.7,342.96,655.7,30362.68
1012,938.46,742.4,567.04,65831.94
1013,298.92,474.94,1,42080.24
1014,1086.8,1053.06,501,93414.56
1015,923.68,228.88,1262.6,20234.28
1016,33.42,2.36,85.9,123.04
1017,262.06,545.5,1,48348.06
1018,1124.42,1488.3,529.32,132058.76
1019,398.42,607.8,1,53882.9
1020,1344.9,580.86,1710.48,51490.28
1021,543.02,31.48,1043.46,2709.34
1022,1220.4,1587.36,567.04,140854.78
1023,500.76,26.18,1085.94,2237.02
1024,50261.6,103519.12,1,11518527.52
1025,287.34,5.36,641.64,385.3
1026,37.92,22.46,50.04,1908.2
1027,4059.48,6059.94,190.58,537990.58
1028,2675.96,2055.54,1709.74,182426.58
1029,575.68,89.5,750.92,7858.66
1030,172.82,16.42,567.04,1631.22
1031,1155.58,269.96,1338.76,23882.38
1032,13005,7754.78,3163.06,673339.06
1033,3625.48,5162.22,797.22,458277.42
1034,73658.5,14908.52,2281.08,458845.46
1035,939.36,141.5,1250.06,12477.24
1036,36.6,1,57.6,1
1037,9273.86,13105.4,1,1026143.5
1038,113.5,24.72,164.22,2106.56
1039,-9.86,1.2,1,16.32
1040,1816.84,84.42,2519.14,7409.28
1041,-77.24,1,1,1.14
1042,5157668.72,-153106.86,1,1
1043,973.26,1543.24,416.12,136942.98
1044,52479.58,1581.42,116.08,38861.12
1045,2039.3,1970.34,1538.76,174863.24
1046,766.2,755.52,378.36,67000.36
1047,281.94,99.78,421.74,8771.64
1048,222.36,52.54,378.36,4577.62
1049,930.74,1204.58,393.46,106868.92
1050,-12.36,2.56,8.54,143.1
1051,-8.78,1,1,1.34
1052,627.96,417.52,2578.38,36981.88
1053,864.62,410.7,827.4,36379.26
1054,114168.24,1383.2,1717.98,122729.02
1055,4367.1,1228.42,4894.96,108981.78
1056,-21.2,1.48,1,47.94
1057,1029.82,177.86,1306.62,15704.28
1058,2287.9,2067.68,1550.04,183504.46
1059,-16.08,5.64,1,480
1060,195091.46,272215.94,291.94,24170596.14
1061,418.68,593.26,1,46377.7
1062,459.64,58.08,771.32,5067.34
1063,1625.76,358.3,2038.02,31727.02
1064,295542.64,430891.68,444.4,38259782.94
1065,272.54,390.34,1,34572.72
1066,-5.5,1,10.44,1
1067,21.12,42.42,16.1,3682.06
1068,459.18,269.88,378.36,23869.5
1069,1094.86,66.5,1670.76,5813.52
1070,-23.58,1.84,1,76.72
1071,1109.06,386.06,1363.26,34191.42
1072,1039.94,391.14,1089.66,34640.96
1073,-22.22,5.3,1,383.96
1074,90.26,1,151.94,1
1075,1076.68,676.04,850.12,59941.76
1076,-22.22,2.58,1,144.96
1077,88.14,1.96,399.72,83.3
1078,-29.1,2.78,1.38,158.9
1079,270.68,32.24,354,2773.74
1080,1893.96,2482.98,567.04,220382.94
1081,331.3,43.48,636.78,3774.22
1082,3135.16,3482.58,929.32,309141.3
1083,445.44,247.62,378.36,21897.04
1084,736.36,221.2,1000.98,19549.5
1085,1513.36,555.9,2859.58,49272.56
1086,53.16,2.08,113.66,94.88
1087,149.62,10.68,232.1,859.98
1088,2626.44,2749.32,1031.24,244029.3
1089,739.5,221.22,1310.42,19554.96
1090,1010.22,333.88,1668.98,29555.94
1091,-21.56,1,1,5.3
1092,1541.5,625.82,1625.52,55481.84
1093,1613.26,1737.3,727.46,154172.1
1094,1386.56,82.22,1908.54,7210.98
1095,626.94,546.54,393.46,48439.5
1096,690.46,230.72,790.32,20398.58
1097,148.98,101.88,133.08,8959.6
1098,317.54,147.3,408.56,12988.12
1099,2651.34,699.1,3642.86,61988.26
1100,192.1,1.32,274.58,29.4
1101,7979.3,7541.5,3125.94,989542.64
1102,93.84,2.38,152.1,123.68
1103,348.14,315.78,216.08,27952.62
1104,2225.74,2262.4,963.26,200793.9
1105,72.6,1.08,146.46,6.86
1106,500.98,7.46,717.94,575.22
1107,86.3,5.74,147.32,418.28
1108,988.42,377.92,1250.28,33466.9
1109,1347.8,1496.84,359.92,132820.62
1110,294.92,67.62,480.26,5916.6
1111,917.52,539.8,965.14,47842.92
1112,824.36,118.3,1038.7,10415.68
1113,2257.8,3542.24,1,277298.36
1114,1338.84,1775.42,217.98,157556.82
1115,378.66,62.84,719.32,5491.5
1116,593.82,830.3,229.94,201371.7
1117,1179.96,14992.38,878.42,1331119.92
1118,198.34,292.82,1,25912.56
1119,694.28,561.48,378.36,49767.46
1120,351.52,152.02,419.86,13407.72
1121,380.2,43.02,717.94,3733.88
1122,1311.8,638.44,1205.5,56601.38
1123,123.8,1.22,189.7,20
1124,696.24,61.22,968.24,5349.52
1125,578.08,501.42,585.9,44436.48
1126,-9.54,1,1.02,1
1127,43.16,83.62,1,7336.92
1128,240.4,3.5,378.36,219.18
1129,336.24,1.88,521.96,78.82
1130,-21.56,1,1,1.96
1131,-2.5,1,39.04,1
1132,20435.44,2310.06,2452.28,209996.24
1133,45.4,2.18,85.9,106.74
1134,121.62,39.74,161.38,3440.4
1135,6529.78,5870.72,1929.34,535216.58
1136,3368.92,4342.88,312.38,385530.36
1137,1327.36,215.34,1623.62,19033.7
1138,114.18,133.28,85.9,11742.8
1139,0.1,1,3.38,1
1140,788.42,19.74,1129.26,1663.84
1141,301728.9,412321.36,1108.56,95409211.24
1142,1906.22,2724.46,431.1,241823.44
1143,4878.24,6764.18,1,600520.18
1144,1047.66,637.12,851.96,56480.76
1145,433.52,205.4,478.42,18152.78
1146,1723.38,1602.28,991.58,142187.08
1147,-40.1,6.4,1,569.78
1148,203.98,9.46,333.98,751.54
1149,-2189458.64,-171300.84,1,1.58
1150,250.64,4.54,378.36,319.18
1151,-4.68,8.34,1,653.72
1152,-76.9,1.44,1,41.22
1153,-29.3,1.12,1,12.04
1154,247.44,13.7,378.36,1128.16
1155,-79.32,1,1,1.28
1156,17932.26,24636.08,1576.42,2187411.78
1157,-22.34,2.74,10.44,152.44
1158,25176.36,4830.32,17654.86,452303.14
1159,155339.42,228518.02,6062.78,20290560.46
1160,19404.88,24216.88,4199.76,2150185.14
1161,235352.52,359363.06,2537.4,31908587.84
1162,-92.72,31.56,1,1
1163,-20.94,1.2,1,16.94
1164,532.3,818.3,154.96,200305.96
1165,1496.34,2154.8,378.36,191240.02
1166,-2275681.74,693368.1,7263.26,11314303.37
1167,11.88,1,19.86,1
1168,-1357334.16,-72279.94,540.62,32933.92
1169,1769.54,627.02,1882.12,55588.12
1170,3429.74,5709.64,699.16,506884.54
1171,761.2,9.42,1057.56,746.72
1172,805.98,67.5,1067,5904.54
1173,1239.32,310.42,1880.22,27473.52
1174,467.78,4.38,764.92,300.96
1175,86519.08,80328.76,1416.62,130342.2
1176,313.26,24.84,498.16,2186.4
1177,121.74,188.26,1,16627
1178,3119.8,3771.9,2804.64,334830.62
1179,1931.48,1027.2,1927.4,91120.2
1180,3838.82,5294.36,1,624045.94
1181,149.4,218.98,1,19355.12
1182,-15.8,1,1,1.14
1183,1476,1307.96,814.2,116049.12
1184,643.94,32.78,1082.1,2822.58
1185,766.22,19.54,1065.1,1645.56
1186,1921.26,153.7,3089.84,13557.74
1187,-66.4,1,1,4.44
1188,1704.82,248.86,2393.52,22011.02
1189,179.12,349.74,29.3,30967.58
1190,3201.82,1181.26,1303.44,105983.42
1191,-82.04,14.32,23.64,1184.32
1192,10221.98,15411.36,391.56,1368323.94
1193,76.9,5.12,129.28,365.4
1194,931.96,1325.5,67.04,117604.4
1195,1435.14,616.84,1674.62,54683.32
1196,28921.4,43884,3330.74,3896474.94
1197,-18.9,1.02,19.86,3.22
1198,4701.94,6831.44,665.14,606491.36
1199,547.02,633.8,219.86,56189.04
1200,1052.08,231.74,1319.84,20488.38
1201,541.58,104.64,661.42,9202.06
1202,231.82,330.72,236.84,29275
1203,3262.68,4600.16,1,408372.24
1204,906.72,372.36,1021.78,32972.24
1205,7608.84,7441.38,3502.86,707313.6866
1206,6891.42,4627.6,5850.68,410810.92
1207,574.64,770.64,742.52,68338.42
1208,9464.78,14720.46,85.9,1306975.4
1209,277.64,39.96,371.12,3459.26
1210,427.54,253.6,378.36,22432.44
1211,6044.68,6199.52,1944.36,550381.9
1212,2994.36,4172.94,1,370434.98
1213,1535.96,1607.42,533.08,142637.8
1214,8839.16,10246.34,2166.32,909711.72
1215,-79.22,1.12,1,13.56
1216,399.68,47.9,571.04,4168.12
1217,245.84,384.46,1,42029.32
1218,8173.32,10071.9,1276.52,894219.7
1219,20949.16,28877.18,850.14,2563982.78
1220,-24.28,1.42,1,41.12
1221,-29,1.12,1,6.72
1222,505.5,526.08,2165.2,46621.98
1223,4996.16,7386.58,1,653393.22
1224,1325.52,794.32,1114.18,70441.08
1225,104.68,82.28,157.48,7218.02
1226,1076.56,1667.6,229.28,403460.3
1227,289.22,86.78,808.52,7617.34
1228,-5,3.02,85.9,179.08
1229,-7.76,1.62,1,57.34
1230,37.94,4.3,85.9,294.58
1231,2330.62,1146.7,2065.14,101727.12
1232,932.56,656.32,1229.3,58190.24
1233,2342.4,724.46,2472.7,64235.62
1234,766.74,126.96,976.26,11182.78
1235,164023.76,233169.04,1,20703530.48
1236,9.78,1.06,38.52,6.1
1237,877.92,214.12,1057.56,18924.66
1238,932.34,336.06,1000.98,29754.12
1239,8535.54,11671.92,378.36,1036288.68
1240,9273.48,12513.7,2485.36,1111031.68
1241,10500.04,15377.5,2433.22,1365317.54
1242,425.88,688.16,1,61012.62
1243,674.46,41.34,1069.42,3580.08
1244,52.08,3.52,95.34,225.34
1245,27.24,1.06,48.18,5.42
1246,-19.86,1,1,2.24
1247,831.08,156.18,1133.04,13781.1
1248,986.9,366.22,1115.22,32430.6
1249,1074.04,600.66,982.84,53245.34
1250,-72.94,1,1,4.52
1251,-72.1,10.78,13.7,868.74
1252,3859.68,2836.44,3587.78,255193.4
1253,912.8,537.64,963.26,47650.3
1254,-78.08,2.94,1,170.56
1255,171.8,111.7,170.82,9832.24
1256,-1.68,1,1,1.06
1257,-9.76,1.08,12.32,8.04
1258,-8.1,1.42,1,40.72
1259,2656.18,2949,1004.78,261763.44
1260,1724.36,1713.18,840.64,152030.62
1261,1496.9,1533.8,545.56,136100.32
1262,-19.34,1.68,1,59.84
1263,747.54,136,943.64,11989.06
1264,5579.02,6714.2,1402.88,596080.94
1265,392.78,167.32,430.86,14768.74
1266,900.76,264.98,1344.44,23439.66
1267,-22.94,15.96,2.2,1329.66
1268,405.6,1.04,576.48,4.44
1269,3983.2,1125.98,1055.7,99889.24
1270,1257,156.3,1953.8,13816.18
1271,829.46,707.02,793.5,62689.7
1272,324.42,293.34,378.36,25956.14
1273,4943.84,5896.06,829.38,523437.56
1274,-2.6,1,13.84,1
1275,-16.56,4.02,1,265.04
1276,490.94,13.96,668.96,1147.76
1277,1802.94,220.9,2285.88,19529.6
1278,1492.68,549.9,1690.06,48736.46
1279,-51.72,1,1,2.04
1280,1899.66,2658.9,117.98,236000.82
1281,413.08,334.22,357.64,29589.08
1282,-5.72,6.9,1,496.54
1283,520.18,30.84,699.12,2649.54
1284,-77.24,1,1,1.4
1285,116.82,188.12,1,16616.6
1286,204215.86,250158.1,61693.48,2401373.876
1287,60,1.04,95.34,4.26
1288,134.98,19.62,752,1649.22
1289,532.52,23.42,1152.66,1991.8
1290,2515.08,4177.56,385.9,370845.94
1291,-11.48,7.56,1,583.54
1292,6266.36,8989.6,1,798117.34
1293,1219.9,62.08,1623.6,5424.54
1294,3819.54,3949.52,2155.6,350598.88
1295,-29.38,5.64,1.58,413.32
1296,-2.96,24.84,1,2119.04
1297,894.38,85.58,1189.66,7510.1
1298,206521.2,106611.64,56439.8,1929095.12
1299,-77.82,3.24,1,197.68
1300,597.32,269.16,567.04,23814.2
1301,1531.54,818.8,1274.58,72617.28
1302,177357.92,124633.44,82111.72,10145957.56
1303,7783.26,10371.06,567.04,920783.8
1304,109.44,72.78,134.62,6374.18
1305,717.22,527.84,484,46779.78
1306,821.06,808.46,595.34,71695
1307,1154.28,75.76,1519.84,6639.32
1308,-73.92,1.22,21.82,17.26
1309,3918.68,4561.22,978.34,404914.76
1310,329.02,386.18,85.9,34198.08
1311,102.04,1,151.94,1
1312,2672.74,771.9,3446.32,68453.22
1313,465.54,131.56,680.2,11589.92
1314,610.66,401.44,614.24,35555.82
1315,2.86,34.7,1,2991.78
1316,674.24,173.08,1051.92,15280.28
1317,20059.96,28455.9,567.04,2526581.5
1318,294.82,411.66,1,32157
1319,975.88,731.1,651.94,64825.38
1320,-19.52,1.1,17.98,7.94
1321,8262.16,11768.06,284.08,1044823.38
1322,173.96,400.7,1,31299.48
1323,1068.68,124.02,2138.78,10924.86
1324,369.88,4.4,523.16,303.24
1325,420.08,289.34,345.32,25603.34
1326,458.16,2.24,651.96,113.98
1327,-53.94,12.98,1,1065.52
1328,-3.62,19.14,1,1582.36
1329,6136.38,5947.04,2861.32,527945.12
1330,7094.24,7965.24,4744.48,707162.68
1331,-8.02,8.12,8.54,632.32
1332,1022.9,1314.86,104.76,116662.6
1333,3181.92,2527.96,1974.56,224372.48
1334,467.82,129.82,848.2,11442.1
1335,68.84,1,95.34,1
1336,-10.82,1.04,23.64,4.58
1337,676.72,34.3,1057.56,2957
1338,204.04,156.36,223.64,13795.28
1339,104.18,42.88,168.9,3720.6
1340,676.98,363.46,797.24,32183.24
1341,82.8,1.18,142.52,15.64
1342,37.6,71.84,1,6289.8
1343,66.76,1,104.78,1
1344,2929.84,4083.66,64.74,389008.12
1345,108.88,1,199.12,1
1346,2214.9,3523.3,29.3,312754.48
1347,-76.36,2.4,1,128.24
1348,322.74,3.76,567,245
1349,25682.16,36302.08,397.54,3270058.6
1350,609.14,915.58,8.54,81210.32
1351,13568.06,19041.7,244.38,1690666.88
1352,-5.64,17.34,1.44,1451.48
1353,148335.6,165377.08,61311.42,676321.1266
1354,24000128.36,20730333.74,9853509.6,34066187.76
1355,-18.26,3.24,1,203.5
1356,483.78,22.24,680.2,1885.52
1357,872.22,64.52,1393.42,5640.86
1358,151.96,1.14,277.12,14.28
1359,-39.94,50.66,1,4396.62
1360,-3641624.96,-285779.62,1,1
1361,-24.3,1.12,1,11.82
1362,1173.16,16.74,1670.78,1396.22
1363,11723.02,18650.62,712.4,1655943.02
1364,-11.84,14,25.52,1154.58
1365,947.32,831.94,535.04,73781.96
1366,1922.54,2302.44,402.9,204353.14
1367,-8,1,1.48,1
1368,34.92,1,74.18,1
1369,6211.56,107.88,9591.16,9491.02
1370,262.5,44.16,388.7,3831.98
1371,-20.2,2.24,1,106.3
1372,625.7,511.02,594.3,45286.32
1373,405.34,35.44,680.2,3056.98
1374,180.76,1.64,340.7,57.78
1375,-17.76,3.8,1,251.68
1376,3928.62,2922.92,3012.32,259444.6
1377,967.26,1356.9,429.32,120393.86
1378,6107.76,7275.36,1142.64,645911.08
1379,704.12,650.96,573.04,57711.22
1380,570.3,50.64,800.94,4405.34
1381,332.44,276.64,378.36,24475.88
1382,9.52,15.4,74.58,1275.38
1383,-235.72,6.76,1,645.82
1384,41062.84,56107.5,29.46,1
1385,324.04,37.3,567.04,3742.14
1386,-38.02,1.16,1,13.26
1387,5900.68,5070.76,3384.02,450157.02
1388,308.48,72.9,378.36,6384.78
1389,-10.06,23.76,1,2022.24
1390,1258.58,22.58,1765.24,1917.84
1391,352.68,97.64,208.56,8582.48
1392,244.34,76.7,331.18,6724.08
1393,14788.58,18333.02,4901.92,1627745.8
1394,76.9,14.64,137.22,1211.92
1395,-27.68,1,1.28,1.28
1396,510.68,378.32,457.6,33505.84
1397,71.82,82.28,57.6,7214.14
1398,11811.9,14687.28,2585.9,1304025.76
1399,640059.96,609207.08,504369.06,35050088.88
1400,821.66,84.28,1340.6,7394.76
1401,-14.26,9.06,1.74,717.84
1402,618.88,473.2,436.86,41928.42
1403,-3.88,28.38,1,2432.06
1404,904.08,97.54,1274.58,8569.62
1405,656.68,680.24,219.2,60311.1
1406,6587.76,8620.86,944.4,765379.5
1407,10143.96,13282.86,1099.12,1179330.06
1408,319.22,53.08,419.86,4624.5
1409,1489,1244.5,1857.62,110412.76
1410,274.34,2.06,404.46,94.26
1411,277.58,27.6,393.46,2361.32
1412,-11.92,1,10.42,1.24
